Fecha,Plataforma,Tipo_Contenido,Impresiones,Likes,Comentarios,Seguidores_Ganados,Ventas_Generadas
2023-10-08,TikTok,Video,3907,5490,279,260,186
2024-01-01,Facebook,Reel,33907,780,250,207,132
2022-06-17,Facebook,Post,33440,7786,115,218,123
2023-09-02,Instagram,Reel,6166,4940,238,267,31
2022-09-25,Facebook,Video,37622,7164,421,61,5
2024-03-31,Facebook,Video,25592,1698,682,229,93
2023-03-31,TikTok,Post,10609,4278,1156,172,25
2024-06-24,TikTok,Video,36154,3704,807,85,36
2024-07-10,Instagram,Reel,35432,2180,623,168,12
2024-09-07,TikTok,Post,27005,6250,1156,255,92
2023-12-03,Instagram,Reel,37213,4521,711,53,196
2023-09-26,Pinterest,Video,43669,2446,855,-11,24
2022-05-10,Instagram,Post,8246,4416,479,102,140
2024-10-16,Pinterest,Reel,12475,1556,659,195,19
2024-03-29,Instagram,Video,41022,2208,399,269,71
2023-11-24,Facebook,Video,16096,2966,115,19,187
2024-03-04,TikTok,Story,38453,7080,94,172,148
2022-01-29,Pinterest,Video,34361,4221,767,106,114
2022-05-29,Instagram,Reel,4380,3279,1129,268,126
2022-01-11,TikTok,Post,43954,3653,136,50,188
2023-11-07,Instagram,Story,44039,6102,1041,116,25
2022-07-06,TikTok,Video,43948,1716,461,123,53
2024-03-17,TikTok,Video,3285,4474,102,278,169
2024-01-14,Instagram,Video,22949,6315,1148,248,138
2022-04-08,Pinterest,Reel,15299,4186,297,118,164
2022-02-24,Pinterest,Story,49548,5336,1029,31,124
2023-09-15,Facebook,Reel,39807,3019,576,-4,10
2023-10-26,TikTok,Story,49284,2739,254,144,26
2024-01-28,Facebook,Post,47998,7240,656,-8,93
2023-02-10,Facebook,Reel,43833,2376,153,169,82
2022-03-10,Instagram,Reel,41328,2860,48,243,33
2024-01-21,Instagram,Post,4490,2566,1072,291,37
2024-08-15,Instagram,Story,19573,3521,1106,200,188
2022-12-31,TikTok,Video,37363,6202,166,83,86
2023-04-27,Instagram,Post,15049,62,257,177,180
2022-07-20,Instagram,Video,18759,5069,136,279,64
2022-06-03,TikTok,Video,20290,3020,478,148,130
2022-03-14,TikTok,Post,10479,5988,1137,128,194
2023-12-14,Pinterest,Story,20816,7269,710,228,155
2022-10-23,Instagram,Video,26683,5378,1063,235,141
2024-11-06,Instagram,Post,28824,3671,279,21,51
2022-03-02,Instagram,Reel,25124,3733,191,181,29
2024-07-27,Pinterest,Reel,38676,7922,953,223,185
2022-02-11,Instagram,Reel,20745,3523,247,136,181
2022-01-25,Pinterest,Post,47205,5360,268,265,196
2024-11-28,Facebook,Reel,24290,3172,526,261,112
2022-05-11,Pinterest,Video,27256,3514,967,217,142
2022-04-18,Facebook,Reel,3333,702,787,-2,165
2022-06-21,Instagram,Reel,5785,5849,1115,32,141
2022-04-12,Facebook,Video,10089,670,539,64,184
2024-05-15,Pinterest,Reel,47976,3840,214,252,186
2023-06-08,TikTok,Video,14616,6108,50,192,7
2022-10-02,Facebook,Reel,8145,7517,30,83,71
2024-12-03,Facebook,Video,45286,1695,179,171,146
2024-03-27,Instagram,Reel,29650,2293,326,156,31
2024-08-14,Pinterest,Video,11389,4562,1163,126,94
2024-11-06,Facebook,Post,30786,4809,59,60,156
2022-11-26,Facebook,Video,38045,3541,1184,172,40
2022-01-12,Facebook,Reel,16494,5924,672,16,74
2022-08-04,Facebook,Reel,36003,3761,151,133,44
2022-12-05,TikTok,Story,46879,3738,603,109,12
2023-10-23,Pinterest,Video,25162,7739,24,38,154
2023-01-09,Instagram,Post,39636,1429,337,203,18
2024-09-02,Instagram,Video,27139,4293,911,228,153
2023-12-11,TikTok,Video,17705,2095,948,219,52
2023-04-11,Pinterest,Post,33430,3098,915,272,178
2023-05-04,Facebook,Video,8277,1438,405,266,164
2022-02-16,TikTok,Post,28815,6557,954,183,136
2024-02-17,Pinterest,Post,48117,7869,32,78,179
2024-11-05,Facebook,Video,27473,5871,471,155,181
2023-12-12,TikTok,Video,18816,451,986,241,2
2023-02-05,Pinterest,Reel,27804,2703,105,250,95
2024-09-07,Instagram,Reel,36803,5661,555,122,196
2022-09-07,Instagram,Story,31022,6177,806,168,135
2023-01-26,Pinterest,Story,22840,4374,357,251,13
2022-12-01,Instagram,Video,20330,5744,300,-1,119
2023-09-21,Pinterest,Post,13903,3973,357,279,130
2022-05-17,Facebook,Story,15016,6730,912,25,151
2024-06-01,Pinterest,Video,19591,317,1158,74,12
2023-11-19,Facebook,Story,8459,5574,1023,43,170
2024-04-06,TikTok,Post,32432,5962,1184,110,156
2023-12-28,Pinterest,Video,31054,5180,1102,-12,71
2023-08-17,TikTok,Post,37201,5489,1118,182,178
2024-09-16,Instagram,Video,3885,7930,459,277,169
2023-01-07,Facebook,Story,34190,4271,716,153,158
2024-07-23,Pinterest,Reel,10867,6499,984,52,190
2024-09-21,TikTok,Story,47005,1775,743,63,153
2023-02-06,Facebook,Story,33832,7728,981,38,145
2023-09-07,Facebook,Reel,20142,1162,237,0,81
2024-09-21,Instagram,Reel,11289,7572,1028,136,56
2023-09-12,Instagram,Video,35768,2725,106,298,6
2022-07-07,Facebook,Video,21450,5521,957,40,111
2022-05-11,Facebook,Post,26063,4834,485,43,47
2024-03-15,Pinterest,Post,40149,7231,112,147,79
2024-07-24,Facebook,Story,36904,1330,1193,182,118
2024-09-12,Pinterest,Reel,33491,1282,977,108,119
2022-07-02,Facebook,Post,39565,4426,708,224,59
2024-09-09,Instagram,Story,48163,4588,339,85,32
2022-12-30,Pinterest,Reel,850,1913,90,101,114
2022-02-08,TikTok,Video,18812,4982,738,297,127
2023-05-12,Instagram,Story,24627,4534,879,161,2
2024-09-08,Pinterest,Video,29353,666,368,82,3
2024-07-09,Pinterest,Post,38000,7700,64,295,99
2023-12-23,TikTok,Post,34285,196,564,281,3
2022-01-16,Pinterest,Reel,19110,7496,121,240,41
2023-05-08,Facebook,Story,24090,4666,878,92,8
2024-06-12,TikTok,Video,29943,4775,919,49,50
2022-11-07,Instagram,Reel,48497,3727,972,139,144
2024-01-09,Instagram,Post,7670,6627,1003,219,144
2023-06-30,Facebook,Post,13803,6337,48,-10,96
2023-02-18,Instagram,Story,6707,338,513,117,19
2022-09-08,Pinterest,Video,12816,1459,1193,146,141
2024-01-29,Pinterest,Story,35687,63,853,226,21
2024-11-28,Facebook,Video,6740,306,921,10,179
2024-03-24,Instagram,Video,2393,7563,902,-9,26
2022-01-29,Instagram,Story,14253,1771,803,222,42
2024-08-15,Facebook,Reel,38590,7562,880,87,130
2023-04-22,TikTok,Story,11732,1473,290,173,93
2022-11-14,Instagram,Story,18009,5376,688,287,7
2022-09-02,TikTok,Post,3617,5003,823,112,85
2024-01-18,Instagram,Post,37429,3040,125,260,88
2023-11-28,Instagram,Story,48791,1245,949,270,137
2022-09-29,Instagram,Story,4542,4609,1022,142,112
2023-01-12,Instagram,Post,37701,4415,911,257,156
2022-09-23,Pinterest,Video,27246,1294,17,182,167
2024-07-14,TikTok,Story,14516,3273,607,75,192
2024-07-09,TikTok,Reel,25522,6816,204,202,20
2022-12-06,Instagram,Reel,35926,5352,590,216,151
2023-01-24,Instagram,Reel,28438,3520,452,96,187
2023-07-31,TikTok,Story,44178,4217,845,171,153
2022-01-03,Pinterest,Video,36212,7635,1099,255,8
2023-01-11,Facebook,Video,40478,4019,594,85,147
2022-11-20,Facebook,Post,9287,1356,1158,-17,183
2022-05-26,TikTok,Story,2486,2171,893,-3,35
2022-10-20,Instagram,Video,11442,2452,47,286,35
2023-03-08,Instagram,Story,17958,5896,524,-1,72
2023-12-06,Pinterest,Post,12661,546,1041,101,149
2024-08-06,Facebook,Post,21189,3449,729,116,0
2023-08-08,Pinterest,Post,29663,5133,627,59,68
2023-02-03,Facebook,Reel,36275,3656,992,133,36
2024-03-27,TikTok,Story,34237,6773,807,4,71
2024-08-21,Facebook,Post,9272,959,539,148,106
2022-07-06,Pinterest,Story,36092,7664,306,38,95
2022-03-02,Pinterest,Reel,1711,422,531,280,140
2024-07-27,Pinterest,Reel,729,4507,1143,20,83
2023-12-11,TikTok,Post,49042,6286,464,17,42
2024-03-17,Facebook,Post,14845,1394,836,96,36
2022-01-11,Facebook,Video,36453,373,509,254,24
2024-12-21,Pinterest,Story,32319,2481,936,249,148
2022-08-14,Facebook,Post,48279,4720,329,106,168
2023-07-18,Instagram,Video,17385,4881,583,-18,72
2024-02-11,Instagram,Story,27208,2834,765,272,169
2024-06-03,Instagram,Post,548,2443,855,-5,41
2022-08-14,Facebook,Video,20450,3970,964,244,1
2024-04-04,TikTok,Video,15673,7320,506,218,195
2022-08-06,TikTok,Story,34237,7432,338,242,135
2024-07-25,TikTok,Video,28536,1265,288,113,95
2024-01-23,TikTok,Story,47821,1745,479,192,60
2023-05-21,Instagram,Story,6320,1957,1082,-6,13
2022-09-16,Instagram,Story,14792,4864,636,108,112
2022-02-23,Pinterest,Reel,3552,830,707,101,76
2024-12-06,Facebook,Video,44877,1069,413,220,20
2023-12-28,Facebook,Story,24281,3315,986,94,151
2023-11-20,TikTok,Post,2802,1453,563,176,177
2024-11-09,Instagram,Reel,2783,1476,226,201,172
2023-02-23,TikTok,Reel,48653,713,162,193,191
2023-11-21,Pinterest,Video,43067,5918,352,59,63
2024-04-29,Facebook,Story,16120,2697,1187,242,153
2022-03-03,Facebook,Video,30961,60,893,114,159
2022-08-04,TikTok,Reel,21250,6380,926,285,56
2022-01-03,Pinterest,Story,33390,6919,666,221,118
2022-06-09,Facebook,Post,23683,1088,409,282,180
2024-02-20,Pinterest,Story,9972,2875,681,249,160
2024-06-11,Pinterest,Reel,4227,7514,593,266,51
2022-11-25,TikTok,Post,47000,6604,562,29,94
2023-08-03,Instagram,Story,26023,3053,909,168,145
2024-08-09,TikTok,Post,31266,4730,1075,276,162
2023-09-27,Instagram,Post,38226,1125,483,-7,139
2024-09-14,Pinterest,Reel,1024,7857,491,211,178
2024-07-09,Instagram,Post,9579,7245,570,240,88
2024-01-08,Pinterest,Video,8899,6770,528,171,9
2022-06-19,Facebook,Reel,27870,3138,708,182,51
2023-06-05,Facebook,Video,17032,5520,1034,240,33
2022-02-09,Facebook,Post,17321,5597,825,92,114
2024-08-12,TikTok,Video,43662,7867,1172,15,194
2024-09-10,TikTok,Story,4249,6000,862,58,166
2024-09-01,Pinterest,Post,11853,7446,589,254,135
2022-02-07,Facebook,Story,47277,1839,690,257,124
2022-11-24,TikTok,Video,28977,3086,236,141,156
2024-07-02,Facebook,Story,25070,7427,274,291,149
2023-03-30,TikTok,Post,21337,7648,944,-4,197
2022-02-06,Instagram,Story,11937,7511,878,183,188
2024-08-30,Instagram,Video,38604,4888,56,-4,42
2024-03-06,Facebook,Video,5051,5922,120,181,176
2024-08-30,Pinterest,Video,3323,3703,542,189,28
2023-08-16,TikTok,Post,13416,3225,545,57,105
2024-11-29,TikTok,Video,15667,4349,1047,35,119
2022-08-12,Instagram,Post,41945,1126,819,59,80
2022-11-14,Instagram,Story,48136,1023,795,285,30
2022-12-15,Pinterest,Video,8891,7133,622,37,180
2022-04-25,Pinterest,Story,13158,5544,423,-3,161
2023-11-29,Pinterest,Reel,30185,1915,313,187,127
2024-11-29,Facebook,Story,23880,3175,868,114,37
2022-02-09,Instagram,Reel,42931,1349,190,-11,184
2022-08-04,Facebook,Story,29419,3456,265,48,100
2022-12-02,Instagram,Post,2811,5200,164,62,131
2022-04-02,Instagram,Story,40493,1208,874,88,129
2022-12-19,TikTok,Post,44833,3179,766,23,11
2023-07-25,Instagram,Post,43538,154,228,111,34
2024-03-26,Instagram,Video,14060,7483,184,-3,197
2024-02-20,Facebook,Post,49233,7739,24,72,109
2022-12-29,Instagram,Reel,39053,3617,636,273,71
2023-07-11,Facebook,Video,26493,4398,62,127,148
2022-12-22,Pinterest,Video,30992,4440,1121,151,109
2022-07-10,Instagram,Story,21481,6861,727,30,60
2023-02-26,Instagram,Post,24643,1231,619,-2,162
2023-12-01,Facebook,Post,12567,4694,566,99,47
2022-01-07,Pinterest,Reel,24416,6824,378,204,142
2022-05-13,TikTok,Story,42008,3188,626,45,70
2023-07-11,Pinterest,Story,46921,5923,92,120,142
2024-04-05,Facebook,Video,4315,4444,1048,168,133
2024-01-31,Pinterest,Video,32336,3584,1018,137,67
2024-11-20,Facebook,Video,37977,5894,18,77,21
2023-06-19,Facebook,Reel,37775,5989,137,137,31
2023-03-02,TikTok,Reel,39843,4246,1062,225,122
2023-11-03,Instagram,Video,5273,3177,896,215,21
2022-12-29,Facebook,Story,12946,6525,596,12,154
2022-03-23,Facebook,Reel,31233,7029,587,220,109
2022-12-22,TikTok,Story,10964,1824,1183,254,14
2023-08-12,Facebook,Story,49132,6586,1106,50,123
2022-10-22,Instagram,Post,22076,3864,293,292,43
2024-12-05,TikTok,Video,3820,5019,1017,195,114
2022-01-17,Instagram,Post,11250,6574,883,58,8
2022-12-26,Instagram,Video,37966,141,11,148,33
2024-05-15,TikTok,Video,27072,496,1188,277,72
2023-12-01,Facebook,Story,18448,158,244,159,142
2023-03-24,Instagram,Video,39326,4462,540,95,189
2024-05-05,Instagram,Story,24015,3289,74,239,44
2022-12-31,Instagram,Story,28367,5981,220,239,71
2023-11-06,Instagram,Video,1226,4103,1132,-16,57
2024-10-04,TikTok,Story,26320,6089,1082,276,114
2023-04-12,TikTok,Story,7197,5604,810,87,18
2023-02-18,Pinterest,Story,45178,4587,334,96,15
2023-08-09,Pinterest,Reel,42525,6411,852,-8,74
2024-09-20,Instagram,Story,13463,1295,49,121,105
2023-07-26,Facebook,Reel,49934,2770,833,167,135
2022-12-01,Instagram,Reel,1581,5697,202,260,160
2022-02-06,Facebook,Story,20769,327,900,94,73
2024-09-15,Instagram,Story,11276,3106,336,215,17
2022-10-05,Pinterest,Reel,32316,4714,700,-11,162
2024-07-04,Pinterest,Reel,14696,7791,31,178,42
2023-04-29,Facebook,Story,42612,5155,1194,231,49
2024-01-01,Instagram,Story,16458,2972,322,29,2
2022-07-11,Facebook,Video,23869,2563,369,121,58
2024-11-06,Pinterest,Reel,12189,888,1131,250,27
2023-06-08,Instagram,Reel,17831,2851,964,-5,45
2024-07-06,Instagram,Video,38028,7819,377,-19,63
2023-02-05,Facebook,Reel,13936,5753,249,137,69
2024-06-04,TikTok,Post,566,7031,1197,9,46
2023-12-06,Facebook,Reel,31225,79,482,61,141
2022-01-22,Pinterest,Video,25712,6552,129,10,134
2023-04-19,Pinterest,Post,33832,6088,541,215,158
2022-07-29,Pinterest,Story,25901,7505,710,127,105
2022-11-02,Pinterest,Video,13893,6279,535,156,80
2023-12-05,Pinterest,Video,4170,1307,790,14,50
2023-11-18,TikTok,Story,26101,6940,258,2,28
2022-10-12,Instagram,Video,2751,6506,125,85,112
2023-12-17,Facebook,Reel,46217,414,1060,76,142
2024-02-02,Facebook,Story,34072,1850,665,209,127
2024-08-05,Pinterest,Video,27527,5968,1065,206,89
2023-01-16,Facebook,Story,32346,6008,1041,79,24
2023-04-05,Pinterest,Story,21515,954,92,34,188
2024-10-27,TikTok,Story,10083,7486,50,174,40
2022-01-29,TikTok,Post,23604,4843,1147,-13,68
2024-06-25,Instagram,Video,12724,2228,937,294,3
2024-11-22,TikTok,Post,39284,2900,749,107,104
2024-05-28,TikTok,Video,31336,2886,971,11,184
2022-03-20,Instagram,Reel,29799,6001,767,72,30
2024-08-04,Facebook,Reel,13536,4496,766,-14,130
2023-04-04,Pinterest,Reel,20433,229,798,237,116
2023-07-24,Pinterest,Video,12892,3923,748,199,194
2024-01-08,Facebook,Story,8438,5649,1074,219,89
2023-05-31,Instagram,Story,4641,4010,562,85,177
2023-02-01,Facebook,Post,23850,1236,530,15,144
2022-02-08,TikTok,Post,10046,5952,601,24,187
2024-06-05,Instagram,Reel,5835,4009,844,277,65
2024-03-07,Instagram,Post,5577,7313,7,288,87
2022-06-06,Instagram,Video,46515,823,1056,-12,23
2024-06-02,Pinterest,Video,6111,4655,161,66,98
2024-08-31,Facebook,Post,41357,4510,859,156,159
2024-11-11,Instagram,Post,36160,7174,515,109,104
2024-04-28,Instagram,Post,6077,402,691,174,18
2024-01-18,Instagram,Post,20502,6993,1142,-10,65
2024-09-15,Facebook,Reel,39951,7653,575,285,59
2022-01-21,Pinterest,Reel,34775,5252,719,101,114
2022-10-30,TikTok,Post,49603,5394,243,214,193
2024-05-18,Pinterest,Video,29147,4557,307,10,14
2022-03-25,Instagram,Reel,35331,4880,611,203,84
2023-07-24,Pinterest,Video,35268,3078,995,132,162
2024-07-22,Pinterest,Story,31462,167,338,191,196
2024-10-05,TikTok,Video,48834,531,117,71,154
2024-03-03,Facebook,Post,30083,4337,366,108,87
2024-03-02,Facebook,Story,1794,6784,805,176,6
2023-05-07,Pinterest,Reel,15596,2687,101,21,5
2022-07-27,Pinterest,Reel,37333,6852,20,207,124
2024-12-19,Facebook,Story,47358,156,560,173,32
2023-03-06,Facebook,Video,27828,4527,380,-3,57
2024-09-11,TikTok,Reel,24898,4928,746,222,176
2023-06-04,Instagram,Post,18206,6583,394,255,144
2023-08-14,Pinterest,Story,22840,293,624,106,109
2024-11-16,Facebook,Post,19325,2682,828,54,41
2022-07-18,Pinterest,Story,17982,7062,324,41,93
2023-01-22,Pinterest,Reel,9818,4613,200,267,199
2022-12-15,Facebook,Video,41756,915,422,165,167
2024-08-17,TikTok,Story,44509,3031,611,157,173
2023-11-24,Pinterest,Story,43685,1611,572,145,198
2023-01-13,TikTok,Post,16074,5379,548,162,197
2024-06-17,Facebook,Reel,48570,653,235,7,195
2024-07-04,Instagram,Post,15150,5806,888,226,128
2023-06-11,Instagram,Reel,46618,3112,525,1,78
2024-01-04,Pinterest,Post,29430,4068,707,75,94
2022-07-25,Facebook,Story,20671,5242,850,101,110
2023-03-31,TikTok,Post,35364,2065,677,229,96
2023-06-05,Pinterest,Video,12301,1708,25,287,179
2024-10-13,Facebook,Reel,22872,3430,592,116,162
2024-08-13,Facebook,Reel,17059,3817,902,256,118
2023-12-27,TikTok,Story,32834,3820,375,299,68
2024-10-10,Pinterest,Reel,40437,5879,82,40,132
2023-05-16,Facebook,Video,13788,1663,652,229,144
2022-04-27,Facebook,Post,22898,5005,144,74,180
2023-01-21,Facebook,Story,11194,7403,557,275,51
2023-08-07,TikTok,Video,12691,1929,1002,163,141
2023-01-30,Pinterest,Reel,18551,5422,286,239,121
2024-12-23,Pinterest,Reel,11237,4158,444,266,28
2023-12-22,Pinterest,Video,25751,2396,274,134,135
2022-03-13,Pinterest,Post,5647,1149,1162,165,103
2022-10-01,Instagram,Post,20143,1124,750,48,0
2022-12-04,Instagram,Story,39467,836,108,240,28
2023-08-30,Pinterest,Reel,33814,198,770,94,163
2022-06-15,TikTok,Video,38499,1804,99,-13,178
2022-01-11,Instagram,Post,41233,2219,733,244,164
2023-12-30,Facebook,Story,18967,7428,484,250,68
2024-03-11,Instagram,Reel,35308,5449,784,228,52
2022-04-12,Facebook,Reel,2252,6731,17,84,123
2024-02-18,Pinterest,Story,2349,3806,1175,242,179
2022-08-02,Instagram,Story,3142,1229,605,203,87
2023-02-05,TikTok,Post,2100,3359,99,250,82
2023-08-11,Instagram,Video,47219,2473,297,144,11
2024-06-07,Instagram,Reel,21286,4227,29,62,51
2024-12-05,Instagram,Video,45065,4637,1194,274,128
2023-08-15,Pinterest,Reel,20683,6549,943,113,134
2022-04-02,TikTok,Reel,1632,6171,766,190,144
2023-11-04,Instagram,Video,38759,974,1115,292,126
2023-12-15,TikTok,Story,31576,5442,658,71,170
2024-07-24,Pinterest,Post,39063,1653,989,106,70
2022-08-30,Facebook,Reel,27191,7261,642,170,16
2022-01-02,Instagram,Story,43799,3102,495,138,186
2022-08-13,TikTok,Reel,11431,5742,1169,-11,2
2024-03-11,TikTok,Post,8133,4268,1131,86,28
2023-08-12,Pinterest,Reel,38277,7566,579,66,21
2022-04-26,Instagram,Post,35381,4853,298,46,165
2024-07-06,Facebook,Post,1544,2427,900,41,53
2022-07-13,TikTok,Reel,47191,3530,44,125,106
2024-05-20,Instagram,Reel,35699,5136,780,132,177
2022-03-31,Facebook,Post,24863,6516,524,86,68
2022-05-02,TikTok,Story,47194,3232,550,127,157
2022-05-23,TikTok,Video,2082,2867,240,165,150
2024-09-20,Facebook,Post,14874,6186,467,157,119
2022-04-16,Facebook,Reel,1808,3210,487,245,46
2024-06-05,Pinterest,Reel,21801,6626,434,128,148
2023-03-04,Instagram,Story,9293,4855,1050,226,19
2022-11-13,Instagram,Video,2120,4939,347,233,150
2023-09-27,Pinterest,Post,30383,761,1068,8,195
2022-01-09,TikTok,Post,38034,7316,137,245,148
2024-02-13,Facebook,Video,38460,2636,355,-8,20
2022-08-11,Facebook,Post,39890,2698,510,26,0
2023-07-07,Facebook,Video,6593,7363,88,130,142
2023-12-17,TikTok,Reel,49752,1767,997,29,16
2022-04-21,Facebook,Video,22759,4402,834,194,50
2022-09-08,Facebook,Post,21155,5358,865,111,190
2023-01-18,Pinterest,Video,33505,7457,347,92,13
2022-01-07,TikTok,Story,32129,920,870,231,58
2023-04-04,Instagram,Reel,24110,7092,1194,32,82
2022-07-27,Pinterest,Reel,22102,3624,297,109,49
2024-06-18,Pinterest,Video,20909,5877,1198,172,123
2022-01-22,Instagram,Post,11610,4954,602,58,33
2023-02-14,Pinterest,Story,6573,6870,649,36,5
2024-06-13,TikTok,Reel,35810,320,452,76,108
2023-05-30,Facebook,Reel,15782,1593,694,177,48
2024-03-19,TikTok,Post,10695,599,1006,114,5
2024-05-23,Instagram,Post,2037,5283,859,126,116
2022-01-14,Instagram,Story,17638,7556,506,151,117
2024-08-28,Pinterest,Video,44828,4713,768,42,196
2024-09-04,TikTok,Post,46702,4064,739,44,6
2024-10-10,TikTok,Video,40664,7179,254,274,96
2024-11-01,Instagram,Story,24707,4504,605,190,178
2022-03-28,TikTok,Video,21119,5819,129,88,117
2024-06-27,Instagram,Reel,25345,5783,117,261,128
2022-05-02,TikTok,Video,24810,5503,985,151,140
2024-01-20,TikTok,Story,38399,1762,1165,-9,170
2023-11-16,TikTok,Story,31062,3290,154,199,26
2022-11-05,Instagram,Story,28536,1412,879,265,198
2023-11-26,Pinterest,Video,9197,4943,347,151,115
2022-10-15,TikTok,Reel,18013,1334,584,215,130
2022-11-03,Instagram,Post,43539,936,787,145,57
2024-07-02,Instagram,Reel,3645,5904,325,166,88
2023-10-24,TikTok,Video,28318,5368,826,149,96
2023-07-03,TikTok,Video,31044,2308,536,31,16
2022-11-08,Pinterest,Post,13600,4432,496,298,172
2024-05-22,Instagram,Video,20604,5861,616,168,100
2024-12-18,Instagram,Story,4567,1835,256,99,185
2024-07-12,Facebook,Story,37463,4888,1105,84,183
2024-01-25,Instagram,Story,31228,3593,177,141,181
2022-02-04,Pinterest,Story,32817,5651,879,274,28
2023-03-21,Facebook,Story,31916,6186,205,20,101
2022-04-03,Facebook,Video,42512,5192,221,144,122
2022-12-19,Facebook,Post,40549,7777,380,139,53
2024-06-21,TikTok,Post,3009,7326,15,243,26
2024-05-11,TikTok,Story,21900,345,1040,-3,101
2022-06-08,Instagram,Video,48770,2103,896,152,116
2024-08-14,Facebook,Reel,7033,2647,439,12,103
2022-01-24,Pinterest,Reel,15170,730,822,240,44
2023-02-08,TikTok,Video,4432,6037,935,189,113
2024-03-15,Pinterest,Story,47863,4940,695,143,86
2023-05-31,Pinterest,Post,46309,4348,1160,-16,30
2024-01-02,TikTok,Video,38828,374,859,13,163
2023-06-16,TikTok,Reel,37284,7018,788,259,188
2024-08-13,TikTok,Reel,24223,2341,323,124,36
2022-06-01,TikTok,Reel,1219,4472,848,50,194
2024-08-04,Facebook,Story,574,1036,625,209,35
2023-08-31,Facebook,Reel,26998,3168,789,104,118
2023-02-24,Facebook,Video,31845,810,1196,257,4
2024-05-15,Facebook,Video,21041,7808,401,250,173
2023-08-01,Instagram,Reel,46429,3743,1086,-6,51
2022-12-01,Facebook,Video,35417,1086,464,221,48
2024-07-20,TikTok,Reel,26528,956,65,132,5
2022-10-22,Pinterest,Reel,30045,5549,373,32,122
2024-01-25,Facebook,Post,14533,414,1149,128,137
2022-07-05,Instagram,Story,32173,7819,723,198,117
2023-09-29,TikTok,Story,31474,3463,550,92,22
2023-06-14,Pinterest,Post,23597,5390,1045,267,144
2022-01-21,Pinterest,Post,37475,6266,500,256,109
2024-06-29,Facebook,Story,28108,7963,501,62,43
2024-05-16,Pinterest,Reel,24025,7989,509,197,40
2024-03-04,Facebook,Reel,15543,5794,973,205,142
2022-04-10,Facebook,Story,42346,1119,1097,249,171
2024-01-22,TikTok,Reel,12225,7721,165,-6,185
2023-04-23,TikTok,Post,37204,4419,722,269,49
2024-07-28,Instagram,Reel,42575,7772,1173,244,51
2023-06-10,TikTok,Reel,37883,2305,997,178,69
2022-11-30,TikTok,Video,29983,6098,273,137,195
2022-01-02,Facebook,Video,7765,6030,703,186,190
2023-01-10,TikTok,Video,23263,3736,869,153,185
2022-10-20,Facebook,Reel,10616,4269,354,163,150
2024-04-16,Facebook,Story,16233,3131,114,244,171
2024-10-01,TikTok,Post,47160,5498,411,225,108
2023-07-07,Instagram,Reel,26002,3308,654,15,117
2022-11-14,Instagram,Story,37920,6736,55,238,108
2023-01-16,Pinterest,Reel,43741,5837,1115,-2,94
2022-01-14,Pinterest,Post,9747,2157,1096,2,43
2023-05-19,TikTok,Reel,24340,7978,600,83,179
2022-08-19,Instagram,Post,21558,7092,983,220,66
2022-05-10,Facebook,Reel,35429,2983,1070,183,155
2024-04-17,Pinterest,Post,19135,2879,735,232,66
2024-06-09,Facebook,Reel,26128,491,61,121,17
2022-01-28,Pinterest,Post,31862,5386,742,281,154
2022-03-07,TikTok,Video,21453,5056,200,122,178
2022-09-18,Instagram,Reel,19628,5171,1090,250,59
2023-04-05,Pinterest,Reel,47856,1609,116,286,73
2022-10-28,Instagram,Story,12561,1791,769,89,48
2024-07-07,Facebook,Story,6541,7025,715,-13,14
2022-10-14,TikTok,Post,13173,7201,952,48,72
2024-10-30,Instagram,Reel,21559,5880,30,169,195
2023-09-22,TikTok,Post,34828,7573,414,158,142
2022-09-27,Instagram,Video,45222,675,762,42,178
2023-08-15,Facebook,Story,18048,3913,535,47,47
2024-04-23,Facebook,Post,15578,1740,1134,185,71
2024-05-11,TikTok,Post,5919,7382,753,-15,112
2022-05-13,Facebook,Story,35990,5143,250,98,128
2024-08-29,Pinterest,Reel,11050,2831,1109,292,134
2023-05-28,Instagram,Post,30837,140,666,10,52
2022-11-09,Facebook,Story,1968,6360,913,-15,158
2023-07-30,Pinterest,Reel,24809,3056,400,186,17
2024-06-04,TikTok,Video,1308,4352,526,136,11
2023-11-18,Pinterest,Story,25247,7499,930,46,47
2022-06-14,TikTok,Post,7219,1138,268,268,29
2022-11-01,TikTok,Video,16863,6057,794,119,96
2022-06-05,Instagram,Reel,29218,4661,176,279,6
2023-09-12,Instagram,Reel,29301,1230,269,-8,91
2024-08-14,Pinterest,Story,43859,7978,1054,131,112
2022-11-30,Instagram,Story,38341,5938,480,292,2
2024-08-26,Instagram,Story,8512,6940,360,88,106
2023-05-26,Instagram,Reel,18529,6499,1054,128,62
2024-11-09,Pinterest,Video,47160,1951,38,183,133
2022-10-09,Facebook,Reel,41517,6151,268,286,101
2024-03-07,Instagram,Post,48415,4540,1166,0,14
2024-10-21,Instagram,Reel,1267,5243,820,39,198
2022-04-29,Pinterest,Post,4395,236,879,0,170
2024-11-24,Facebook,Video,43468,1647,758,224,90
2022-07-17,Instagram,Story,40597,3458,570,52,80
2023-04-30,TikTok,Story,15832,3797,466,55,145
2024-12-18,Pinterest,Reel,15121,5737,1196,165,149
2024-04-16,Instagram,Story,11834,2720,659,57,60
2024-10-05,Instagram,Video,18674,4875,85,44,119
